id,type_code,lemma,yo,gender,paradigm,declinable,nom,gen,dat,acc,ins,pre,loc2,review,source
foiv:fstec,agency,ФСТЭК,,n,indecl,never,ФСТЭК,ФСТЭК,ФСТЭК,ФСТЭК,ФСТЭК,ФСТЭК,,gold,manual
foiv:fstec,agency,Федеральная служба по техническому и экспортному контролю,,n,agency-head,always,Федеральная служба по техническому и экспортному контролю,Федеральной службы по техническому и экспортному контролю,Федеральной службе по техническому и экспортному контролю,Федеральную службу по техническому и экспортному контролю,Федеральной службой по техническому и экспортному контролю,Федеральной службе по техническому и экспортному контролю,,needs_review,manual
foiv:minjust,agency,Минюст,,n,indecl,never,Минюст,Минюст,Минюст,Минюст,Минюст,Минюст,,gold,manual
foiv:minjust,agency,Министерство юстиции Российской Федерации,,n,agency-head,always,Министерство юстиции Российской Федерации,Министерства юстиции Российской Федерации,Министерству юстиции Российской Федерации,Министерство юстиции Российской Федерации,Министерством юстиции Российской Федерации,Министерстве юстиции Российской Федерации,,needs_review,manual
foiv:fsin,agency,ФСИН,,n,indecl,never,ФСИН,ФСИН,ФСИН,ФСИН,ФСИН,ФСИН,,gold,manual
foiv:fsin,agency,Федеральная служба исполнения наказаний,,n,agency-head,always,Федеральная служба исполнения наказаний,Федеральной службы исполнения наказаний,Федеральной службе исполнения наказаний,Федеральную службу исполнения наказаний,Федеральной службой исполнения наказаний,Федеральной службе исполнения наказаний,,needs_review,manual
foiv:fssp,agency,ФССП,,n,indecl,never,ФССП,ФССП,ФССП,ФССП,ФССП,ФССП,,gold,manual
foiv:fssp,agency,Федеральная служба судебных приставов,,n,agency-head,always,Федеральная служба судебных приставов,Федеральной службы судебных приставов,Федеральной службе судебных приставов,Федеральную службу судебных приставов,Федеральной службой судебных приставов,Федеральной службе судебных приставов,,needs_review,manual
foiv:gfs,agency,ГФС,,n,indecl,never,ГФС,ГФС,ГФС,ГФС,ГФС,ГФС,,gold,manual
foiv:gfs,agency,Государственная фельдъегерская служба Российской Федерации,,n,agency-head,always,Государственная фельдъегерская служба Российской Федерации,Государственная фельдъегерская служба Российской Федерации,Государственная фельдъегерская служба Российской Федерации,Государственная фельдъегерская служба Российской Федерации,Государственная фельдъегерская служба Российской Федерации,Государственная фельдъегерская служба Российской Федерации,,needs_review,manual
foiv:svr,agency,СВР,,n,indecl,never,СВР,СВР,СВР,СВР,СВР,СВР,,gold,manual
foiv:svr,agency,Служба внешней разведки Российской Федерации,,n,agency-head,always,Служба внешней разведки Российской Федерации,Служба внешней разведки Российской Федерации,Служба внешней разведки Российской Федерации,Служба внешней разведки Российской Федерации,Служба внешней разведки Российской Федерации,Служба внешней разведки Российской Федерации,,needs_review,manual
foiv:fsb,agency,ФСБ,,n,indecl,never,ФСБ,ФСБ,ФСБ,ФСБ,ФСБ,ФСБ,,gold,manual
foiv:fsb,agency,Федеральная служба безопасности Российской Федерации,,n,agency-head,always,Федеральная служба безопасности Российской Федерации,Федеральной службы безопасности Российской Федерации,Федеральной службе безопасности Российской Федерации,Федеральную службу безопасности Российской Федерации,Федеральной службой безопасности Российской Федерации,Федеральной службе безопасности Российской Федерации,,needs_review,manual
foiv:rosgvardiya,agency,Росгвардия,,f,noun_f1,always,Росгвардия,Росгвардии,Росгвардии,Росгвардию,Росгвардией,Росгвардии,,gold,manual
foiv:fso,agency,ФСО,,n,indecl,never,ФСО,ФСО,ФСО,ФСО,ФСО,ФСО,,gold,manual
foiv:fso,agency,Федеральная служба охраны Российской Федерации,,n,agency-head,always,Федеральная служба охраны Российской Федерации,Федеральной службы охраны Российской Федерации,Федеральной службе охраны Российской Федерации,Федеральную службу охраны Российской Федерации,Федеральной службой охраны Российской Федерации,Федеральной службе охраны Российской Федерации,,needs_review,manual
foiv:fsvts,agency,ФСВТС,,n,indecl,never,ФСВТС,ФСВТС,ФСВТС,ФСВТС,ФСВТС,ФСВТС,,gold,manual
foiv:fsvts,agency,Федеральная служба по военно-техническому сотрудничеству,,n,agency-head,always,Федеральная служба по военно-техническому сотрудничеству,Федеральной службы по военно-техническому сотрудничеству,Федеральной службе по военно-техническому сотрудничеству,Федеральную службу по военно-техническому сотрудничеству,Федеральной службой по военно-техническому сотрудничеству,Федеральной службе по военно-техническому сотрудничеству,,needs_review,manual
foiv:rosfinmonitoring,agency,Росфинмониторинг,,n,indecl,never,Росфинмониторинг,Росфинмониторинг,Росфинмониторинг,Росфинмониторинг,Росфинмониторинг,Росфинмониторинг,,gold,manual
foiv:rosfinmonitoring,agency,Федеральная служба по финансовому мониторингу,,n,agency-head,always,Федеральная служба по финансовому мониторингу,Федеральной службы по финансовому мониторингу,Федеральной службе по финансовому мониторингу,Федеральную службу по финансовому мониторингу,Федеральной службой по финансовому мониторингу,Федеральной службе по финансовому мониторингу,,needs_review,manual
foiv:rosarhiv,agency,Росархив,,n,indecl,never,Росархив,Росархив,Росархив,Росархив,Росархив,Росархив,,gold,manual
foiv:rosarhiv,agency,Федеральное архивное агентство,,n,agency-head,always,Федеральное архивное агентство,Федеральное архивное агентство,Федеральное архивное агентство,Федеральное архивное агентство,Федеральное архивное агентство,Федеральное архивное агентство,,needs_review,manual
foiv:fmba,agency,ФМБА,,n,indecl,never,ФМБА,ФМБА,ФМБА,ФМБА,ФМБА,ФМБА,,gold,manual
foiv:fmba,agency,Федеральное медико-биологическое агентство,,n,agency-head,always,Федеральное медико-биологическое агентство,Федеральное медико-биологическое агентство,Федеральное медико-биологическое агентство,Федеральное медико-биологическое агентство,Федеральное медико-биологическое агентство,Федеральное медико-биологическое агентство,,needs_review,manual
foiv:gusp,agency,ГУСП,,n,indecl,never,ГУСП,ГУСП,ГУСП,ГУСП,ГУСП,ГУСП,,gold,manual
foiv:gusp,agency,Главное управление специальных программ Президента Российской Федерации,,n,agency-head,always,Главное управление специальных программ Президента Российской Федерации,Главное управление специальных программ Президента Российской Федерации,Главное управление специальных программ Президента Российской Федерации,Главное управление специальных программ Президента Российской Федерации,Главное управление специальных программ Президента Российской Федерации,Главное управление специальных программ Президента Российской Федерации,,needs_review,manual
foiv:udp,agency,УДП,,n,indecl,never,УДП,УДП,УДП,УДП,УДП,УДП,,gold,manual
foiv:udp,agency,Управление делами Президента Российской Федерации,,n,agency-head,always,Управление делами Президента Российской Федерации,Управление делами Президента Российской Федерации,Управление делами Президента Российской Федерации,Управление делами Президента Российской Федерации,Управление делами Президента Российской Федерации,Управление делами Президента Российской Федерации,,needs_review,manual
foiv:minzdrav,agency,Минздрав,,n,indecl,never,Минздрав,Минздрав,Минздрав,Минздрав,Минздрав,Минздрав,,gold,manual
foiv:minzdrav,agency,Министерство здравоохранения Российской Федерации,,n,agency-head,always,Министерство здравоохранения Российской Федерации,Министерства здравоохранения Российской Федерации,Министерству здравоохранения Российской Федерации,Министерство здравоохранения Российской Федерации,Министерством здравоохранения Российской Федерации,Министерстве здравоохранения Российской Федерации,,needs_review,manual
foiv:roszdravnadzor,agency,Росздравнадзор,,n,indecl,never,Росздравнадзор,Росздравнадзор,Росздравнадзор,Росздравнадзор,Росздравнадзор,Росздравнадзор,,gold,manual
foiv:roszdravnadzor,agency,Федеральная служба по надзору в сфере здравоохранения,,n,agency-head,always,Федеральная служба по надзору в сфере здравоохранения,Федеральной службы по надзору в сфере здравоохранения,Федеральной службе по надзору в сфере здравоохранения,Федеральную службу по надзору в сфере здравоохранения,Федеральной службой по надзору в сфере здравоохранения,Федеральной службе по надзору в сфере здравоохранения,,needs_review,manual
foiv:minkultury,agency,Минкультуры,,n,indecl,never,Минкультуры,Минкультуры,Минкультуры,Минкультуры,Минкультуры,Минкультуры,,gold,manual
foiv:minkultury,agency,Министерство культуры Российской Федерации,,n,agency-head,always,Министерство культуры Российской Федерации,Министерства культуры Российской Федерации,Министерству культуры Российской Федерации,Министерство культуры Российской Федерации,Министерством культуры Российской Федерации,Министерстве культуры Российской Федерации,,needs_review,manual
foiv:minobrnauki,agency,Минобрнауки,,n,indecl,never,Минобрнауки,Минобрнауки,Минобрнауки,Минобрнауки,Минобрнауки,Минобрнауки,,gold,manual
foiv:minobrnauki,agency,Министерство науки и высшего образования Российской Федерации,,n,agency-head,always,Министерство науки и высшего образования Российской Федерации,Министерства науки и высшего образования Российской Федерации,Министерству науки и высшего образования Российской Федерации,Министерство науки и высшего образования Российской Федерации,Министерством науки и высшего образования Российской Федерации,Министерстве науки и высшего образования Российской Федерации,,needs_review,manual
foiv:minprirody,agency,Минприроды,,n,indecl,never,Минприроды,Минприроды,Минприроды,Минприроды,Минприроды,Минприроды,,gold,manual
foiv:minprirody,agency,Министерство природных ресурсов и экологии Российской Федерации,,n,agency-head,always,Министерство природных ресурсов и экологии Российской Федерации,Министерства природных ресурсов и экологии Российской Федерации,Министерству природных ресурсов и экологии Российской Федерации,Министерство природных ресурсов и экологии Российской Федерации,Министерством природных ресурсов и экологии Российской Федерации,Министерстве природных ресурсов и экологии Российской Федерации,,needs_review,manual
foiv:rosgidromet,agency,Росгидромет,,n,indecl,never,Росгидромет,Росгидромет,Росгидромет,Росгидромет,Росгидромет,Росгидромет,,gold,manual
foiv:rosgidromet,agency,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,,n,agency-head,always,Федеральная служба по гидрометеорологии и мониторингу окружающей среды,Федеральной службы по гидрометеорологии и мониторингу окружающей среды,Федеральной службе по гидрометеорологии и мониторингу окружающей среды,Федеральную службу по гидрометеорологии и мониторингу окружающей среды,Федеральной службой по гидрометеорологии и мониторингу окружающей среды,Федеральной службе по гидрометеорологии и мониторингу окружающей среды,,needs_review,manual
foiv:rpn,agency,Росприроднадзор,,n,indecl,never,Росприроднадзор,Росприроднадзор,Росприроднадзор,Росприроднадзор,Росприроднадзор,Росприроднадзор,,gold,manual
foiv:rpn,agency,Федеральная служба по надзору в сфере природопользования,,n,agency-head,always,Федеральная служба по надзору в сфере природопользования,Федеральной службы по надзору в сфере природопользования,Федеральной службе по надзору в сфере природопользования,Федеральную службу по надзору в сфере природопользования,Федеральной службой по надзору в сфере природопользования,Федеральной службе по надзору в сфере природопользования,,needs_review,manual
foiv:rosvodresursy,agency,Росводресурсы,,n,indecl,never,Росводресурсы,Росводресурсы,Росводресурсы,Росводресурсы,Росводресурсы,Росводресурсы,,gold,manual
foiv:rosvodresursy,agency,Федеральное агентство водных ресурсов,,n,agency-head,always,Федеральное агентство водных ресурсов,Федерального агентства водных ресурсов,Федеральному агентству водных ресурсов,Федеральное агентство водных ресурсов,Федеральным агентством водных ресурсов,Федеральном агентстве водных ресурсов,,needs_review,manual
foiv:rosleshoz,agency,Рослесхоз,,n,indecl,never,Рослесхоз,Рослесхоз,Рослесхоз,Рослесхоз,Рослесхоз,Рослесхоз,,gold,manual
foiv:rosleshoz,agency,Федеральное агентство лесного хозяйства,,n,agency-head,always,Федеральное агентство лесного хозяйства,Федерального агентства лесного хозяйства,Федеральному агентству лесного хозяйства,Федеральное агентство лесного хозяйства,Федеральным агентством лесного хозяйства,Федеральном агентстве лесного хозяйства,,needs_review,manual
foiv:rosnedra,agency,Роснедра,,n,indecl,never,Роснедра,Роснедра,Роснедра,Роснедра,Роснедра,Роснедра,,gold,manual
foiv:rosnedra,agency,Федеральное агентство по недропользованию,,n,agency-head,always,Федеральное агентство по недропользованию,Федерального агентства по недропользованию,Федеральному агентству по недропользованию,Федеральное агентство по недропользованию,Федеральным агентством по недропользованию,Федеральном агентстве по недропользованию,,needs_review,manual
foiv:minpromtorg,agency,Минпромторг,,n,indecl,never,Минпромторг,Минпромторг,Минпромторг,Минпромторг,Минпромторг,Минпромторг,,gold,manual
foiv:minpromtorg,agency,Министерство промышленности и торговли Российской Федерации,,n,agency-head,always,Министерство промышленности и торговли Российской Федерации,Министерства промышленности и торговли Российской Федерации,Министерству промышленности и торговли Российской Федерации,Министерство промышленности и торговли Российской Федерации,Министерством промышленности и торговли Российской Федерации,Министерстве промышленности и торговли Российской Федерации,,needs_review,manual
foiv:rosstandart,agency,Росстандарт,,n,indecl,never,Росстандарт,Росстандарт,Росстандарт,Росстандарт,Росстандарт,Росстандарт,,gold,manual
foiv:rosstandart,agency,Федеральное агентство по техническому регулированию и метрологии,,n,agency-head,always,Федеральное агентство по техническому регулированию и метрологии,Федерального агентства по техническому регулированию и метрологии,Федеральному агентству по техническому регулированию и метрологии,Федеральное агентство по техническому регулированию и метрологии,Федеральным агентством по техническому регулированию и метрологии,Федеральном агентстве по техническому регулированию и метрологии,,needs_review,manual
foiv:minprosveshcheniya,agency,Минпросвещения,,n,indecl,never,Минпросвещения,Минпросвещения,Минпросвещения,Минпросвещения,Минпросвещения,Минпросвещения,,gold,manual
foiv:minprosveshcheniya,agency,Министерство просвещения Российской Федерации,,n,agency-head,always,Министерство просвещения Российской Федерации,Министерства просвещения Российской Федерации,Министерству просвещения Российской Федерации,Министерство просвещения Российской Федерации,Министерством просвещения Российской Федерации,Министерстве просвещения Российской Федерации,,needs_review,manual
foiv:minvr,agency,Минвостокразвития,,n,indecl,never,Минвостокразвития,Минвостокразвития,Минвостокразвития,Минвостокразвития,Минвостокразвития,Минвостокразвития,,gold,manual
foiv:minvr,agency,Министерство Российской Федерации по развитию Дальнего Востока и Арктики,,n,agency-head,always,Министерство Российской Федерации по развитию Дальнего Востока и Арктики,Министерства Российской Федерации по развитию Дальнего Востока и Арктики,Министерству Российской Федерации по развитию Дальнего Востока и Арктики,Министерство Российской Федерации по развитию Дальнего Востока и Арктики,Министерством Российской Федерации по развитию Дальнего Востока и Арктики,Министерстве Российской Федерации по развитию Дальнего Востока и Арктики,,needs_review,manual
foiv:mcx,agency,Минсельхоз,,n,indecl,never,Минсельхоз,Минсельхоз,Минсельхоз,Минсельхоз,Минсельхоз,Минсельхоз,,gold,manual
foiv:mcx,agency,Министерство сельского хозяйства Российской Федерации,,n,agency-head,always,Министерство сельского хозяйства Российской Федерации,Министерства сельского хозяйства Российской Федерации,Министерству сельского хозяйства Российской Федерации,Министерство сельского хозяйства Российской Федерации,Министерством сельского хозяйства Российской Федерации,Министерстве сельского хозяйства Российской Федерации,,needs_review,manual
foiv:fsvps,agency,Россельхознадзор,,n,indecl,never,Россельхознадзор,Россельхознадзор,Россельхознадзор,Россельхознадзор,Россельхознадзор,Россельхознадзор,,gold,manual
foiv:fsvps,agency,Федеральная служба по ветеринарному и фитосанитарному надзору,,n,agency-head,always,Федеральная служба по ветеринарному и фитосанитарному надзору,Федеральной службы по ветеринарному и фитосанитарному надзору,Федеральной службе по ветеринарному и фитосанитарному надзору,Федеральную службу по ветеринарному и фитосанитарному надзору,Федеральной службой по ветеринарному и фитосанитарному надзору,Федеральной службе по ветеринарному и фитосанитарному надзору,,needs_review,manual
foiv:rosrybolovstvo,agency,Росрыболовство,,n,indecl,never,Росрыболовство,Росрыболовство,Росрыболовство,Росрыболовство,Росрыболовство,Росрыболовство,,gold,manual
foiv:rosrybolovstvo,agency,Федеральное агентство по рыболовству,,n,agency-head,always,Федеральное агентство по рыболовству,Федерального агентства по рыболовству,Федеральному агентству по рыболовству,Федеральное агентство по рыболовству,Федеральным агентством по рыболовству,Федеральном агентстве по рыболовству,,needs_review,manual
foiv:minsport,agency,Минспорт,,n,indecl,never,Минспорт,Минспорт,Минспорт,Минспорт,Минспорт,Минспорт,,gold,manual
foiv:minsport,agency,Министерство спорта Российской Федерации,,n,agency-head,always,Министерство спорта Российской Федерации,Министерства спорта Российской Федерации,Министерству спорта Российской Федерации,Министерство спорта Российской Федерации,Министерством спорта Российской Федерации,Министерстве спорта Российской Федерации,,needs_review,manual
foiv:minstroy,agency,Минстрой,,n,indecl,never,Минстрой,Минстрой,Минстрой,Минстрой,Минстрой,Минстрой,,gold,manual
foiv:minstroy,agency,Министерство строительства и жилищно-коммунального хозяйства Российской Федерации,,n,agency-head,always,Министерство строительства и жилищно-коммунального хозяйства Российской Федерации,Министерства строительства и жилищно-коммунального хозяйства Российской Федерации,Министерству строительства и жилищно-коммунального хозяйства Российской Федерации,Министерство строительства и жилищно-коммунального хозяйства Российской Федерации,Министерством строительства и жилищно-коммунального хозяйства Российской Федерации,Министерстве строительства и жилищно-коммунального хозяйства Российской Федерации,,needs_review,manual
foiv:mintrans,agency,Минтранс,,n,indecl,never,Минтранс,Минтранс,Минтранс,Минтранс,Минтранс,Минтранс,,gold,manual
foiv:mintrans,agency,Министерство транспорта Российской Федерации,,n,agency-head,always,Министерство транспорта Российской Федерации,Министерства транспорта Российской Федерации,Министерству транспорта Российской Федерации,Министерство транспорта Российской Федерации,Министерством транспорта Российской Федерации,Министерстве транспорта Российской Федерации,,needs_review,manual
foiv:rostransnadzor,agency,Ространснадзор,,n,indecl,never,Ространснадзор,Ространснадзор,Ространснадзор,Ространснадзор,Ространснадзор,Ространснадзор,,gold,manual
foiv:rostransnadzor,agency,Федеральная служба по надзору в сфере транспорта,,n,agency-head,always,Федеральная служба по надзору в сфере транспорта,Федеральной службы по надзору в сфере транспорта,Федеральной службе по надзору в сфере транспорта,Федеральную службу по надзору в сфере транспорта,Федеральной службой по надзору в сфере транспорта,Федеральной службе по надзору в сфере транспорта,,needs_review,manual
foiv:favt,agency,Росавиация,,n,indecl,never,Росавиация,Росавиация,Росавиация,Росавиация,Росавиация,Росавиация,,gold,manual
foiv:favt,agency,Федеральное агентство воздушного транспорта,,n,agency-head,always,Федеральное агентство воздушного транспорта,Федерального агентства воздушного транспорта,Федеральному агентству воздушного транспорта,Федеральное агентство воздушного транспорта,Федеральным агентством воздушного транспорта,Федеральном агентстве воздушного транспорта,,needs_review,manual
foiv:rosavtodor,agency,Росавтодор,,n,indecl,never,Росавтодор,Росавтодор,Росавтодор,Росавтодор,Росавтодор,Росавтодор,,gold,manual
foiv:rosavtodor,agency,Федеральное дорожное агентство,,n,agency-head,always,Федеральное дорожное агентство,Федеральное дорожное агентство,Федеральное дорожное агентство,Федеральное дорожное агентство,Федеральное дорожное агентство,Федеральное дорожное агентство,,needs_review,manual
foiv:roszeldor,agency,Росжелдор,,n,indecl,never,Росжелдор,Росжелдор,Росжелдор,Росжелдор,Росжелдор,Росжелдор,,gold,manual
foiv:roszeldor,agency,Федеральное агентство железнодорожного транспорта,,n,agency-head,always,Федеральное агентство железнодорожного транспорта,Федерального агентства железнодорожного транспорта,Федеральному агентству железнодорожного транспорта,Федеральное агентство железнодорожного транспорта,Федеральным агентством железнодорожного транспорта,Федеральном агентстве железнодорожного транспорта,,needs_review,manual
foiv:morflot,agency,Росморречфлот,,n,indecl,never,Росморречфлот,Росморречфлот,Росморречфлот,Росморречфлот,Росморречфлот,Росморречфлот,,gold,manual
foiv:morflot,agency,Федеральное агентство морского и речного транспорта,,n,agency-head,always,Федеральное агентство морского и речного транспорта,Федерального агентства морского и речного транспорта,Федеральному агентству морского и речного транспорта,Федеральное агентство морского и речного транспорта,Федеральным агентством морского и речного транспорта,Федеральном агентстве морского и речного транспорта,,needs_review,manual
foiv:mintrud,agency,Минтруд,,n,indecl,never,Минтруд,Минтруд,Минтруд,Минтруд,Минтруд,Минтруд,,gold,manual
foiv:mintrud,agency,Министерство труда и социальной защиты Российской Федерации,,n,agency-head,always,Министерство труда и социальной защиты Российской Федерации,Министерства труда и социальной защиты Российской Федерации,Министерству труда и социальной защиты Российской Федерации,Министерство труда и социальной защиты Российской Федерации,Министерством труда и социальной защиты Российской Федерации,Министерстве труда и социальной защиты Российской Федерации,,needs_review,manual
foiv:rostrud,agency,Роструд,,n,indecl,never,Роструд,Роструд,Роструд,Роструд,Роструд,Роструд,,gold,manual
foiv:rostrud,agency,Федеральная служба по труду и занятости,,n,agency-head,always,Федеральная служба по труду и занятости,Федеральной службы по труду и занятости,Федеральной службе по труду и занятости,Федеральную службу по труду и занятости,Федеральной службой по труду и занятости,Федеральной службе по труду и занятости,,needs_review,manual
foiv:minfin,agency,Минфин,,n,indecl,never,Минфин,Минфин,Минфин,Минфин,Минфин,Минфин,,gold,manual
foiv:minfin,agency,Министерство финансов,,n,agency-head,always,Министерство финансов,Министерства финансов,Министерству финансов,Министерство финансов,Министерством финансов,Министерстве финансов,,gold,manual
foiv:fns,agency,ФНС,,n,indecl,never,ФНС,ФНС,ФНС,ФНС,ФНС,ФНС,,gold,manual
foiv:fns,agency,Федеральная налоговая служба,,n,agency-head,always,Федеральная налоговая служба,Федеральная налоговая служба,Федеральная налоговая служба,Федеральная налоговая служба,Федеральная налоговая служба,Федеральная налоговая служба,,needs_review,manual
foiv:probpalata,agency,Пробирная палата,,n,indecl,never,Пробирная палата,Пробирная палата,Пробирная палата,Пробирная палата,Пробирная палата,Пробирная палата,,gold,manual
foiv:probpalata,agency,Федеральная пробирная палата,,n,agency-head,always,Федеральная пробирная палата,Федеральная пробирная палата,Федеральная пробирная палата,Федеральная пробирная палата,Федеральная пробирная палата,Федеральная пробирная палата,,needs_review,manual
foiv:ralco,agency,Росалкогольтабакконтроль,,n,indecl,never,Росалкогольтабакконтроль,Росалкогольтабакконтроль,Росалкогольтабакконтроль,Росалкогольтабакконтроль,Росалкогольтабакконтроль,Росалкогольтабакконтроль,,gold,manual
foiv:ralco,agency,Федеральная служба по контролю за алкогольным и табачным рынками,,n,agency-head,always,Федеральная служба по контролю за алкогольным и табачным рынками,Федеральной службы по контролю за алкогольным и табачным рынками,Федеральной службе по контролю за алкогольным и табачным рынками,Федеральную службу по контролю за алкогольным и табачным рынками,Федеральной службой по контролю за алкогольным и табачным рынками,Федеральной службе по контролю за алкогольным и табачным рынками,,needs_review,manual
foiv:fts,agency,ФТС,,n,indecl,never,ФТС,ФТС,ФТС,ФТС,ФТС,ФТС,,gold,manual
foiv:fts,agency,Федеральная таможенная служба,,n,agency-head,always,Федеральная таможенная служба,Федеральная таможенная служба,Федеральная таможенная служба,Федеральная таможенная служба,Федеральная таможенная служба,Федеральная таможенная служба,,needs_review,manual
foiv:roskazna,agency,Казначейство,,n,indecl,never,Казначейство,Казначейство,Казначейство,Казначейство,Казначейство,Казначейство,,gold,manual
foiv:roskazna,agency,Федеральное казначейство,,n,agency-head,always,Федеральное казначейство,Федерального казначейства,Федеральному казначейству,Федеральное казначейство,Федеральным казначейством,Федеральном казначействе,,needs_review,manual
foiv:rosimushchestvo,agency,Росимущество,,n,indecl,never,Росимущество,Росимущество,Росимущество,Росимущество,Росимущество,Росимущество,,gold,manual
foiv:rosimushchestvo,agency,Федеральное агентство по управлению государственным имуществом,,n,agency-head,always,Федеральное агентство по управлению государственным имуществом,Федерального агентства по управлению государственным имуществом,Федеральному агентству по управлению государственным имуществом,Федеральное агентство по управлению государственным имуществом,Федеральным агентством по управлению государственным имуществом,Федеральном агентстве по управлению государственным имуществом,,needs_review,manual
foiv:minkomsvyaz,agency,Минцифры,,n,indecl,never,Минцифры,Минцифры,Минцифры,Минцифры,Минцифры,Минцифры,,gold,manual
foiv:minkomsvyaz,agency,"Министерство цифрового развития, связи и массовых коммуникаций Российской Федерации",,n,agency-head,always,"Министерство цифрового развития, связи и массовых коммуникаций Российской Федерации","Министерства цифрового развития, связи и массовых коммуникаций Российской Федерации","Министерству цифрового развития, связи и массовых коммуникаций Российской Федерации","Министерство цифрового развития, связи и массовых коммуникаций Российской Федерации","Министерством цифрового развития, связи и массовых коммуникаций Российской Федерации","Министерстве цифрового развития, связи и массовых коммуникаций Российской Федерации",,needs_review,manual
foiv:rkn,agency,Роскомнадзор,,n,indecl,never,Роскомнадзор,Роскомнадзор,Роскомнадзор,Роскомнадзор,Роскомнадзор,Роскомнадзор,,gold,manual
foiv:rkn,agency,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций",,n,agency-head,always,"Федеральная служба по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральной службы по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральную службу по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций","Федеральной службе по надзору в сфере связи, информационных технологий и массовых коммуникаций",,needs_review,manual
foiv:economy,agency,Минэкономразвития,,n,indecl,never,Минэкономразвития,Минэкономразвития,Минэкономразвития,Минэкономразвития,Минэкономразвития,Минэкономразвития,,gold,manual
foiv:economy,agency,Министерство экономического развития Российской Федерации,,n,agency-head,always,Министерство экономического развития Российской Федерации,Министерства экономического развития Российской Федерации,Министерству экономического развития Российской Федерации,Министерство экономического развития Российской Федерации,Министерством экономического развития Российской Федерации,Министерстве экономического развития Российской Федерации,,needs_review,manual
foiv:rsacc,agency,Росаккредитация,,n,indecl,never,Росаккредитация,Росаккредитация,Росаккредитация,Росаккредитация,Росаккредитация,Росаккредитация,,gold,manual
foiv:rsacc,agency,Федеральная служба по аккредитации,,n,agency-head,always,Федеральная служба по аккредитации,Федеральной службы по аккредитации,Федеральной службе по аккредитации,Федеральную службу по аккредитации,Федеральной службой по аккредитации,Федеральной службе по аккредитации,,needs_review,manual
